# VEML,    照度计
65	,75
70	,83
80	,94
90	,108
103	,124
120	,142
136	,164
153	,188
172	,215
194	,244
215	,276
240	,305
267	,338
289	,373
314	,410
338	,450
363	,493
386	,535
410	,580
438	,624
463	,671

1101	,2240
1170	,2460
1264	,2788
1370	,3198
1481	,3668
1596	,4212
1710	,4799
1820	,5449
1930	,6182
2041	,6983
2145	,7823
2244	,8697
2334	,9585
2423	,10580
2514	,11590
2590	,13140
2678	,14310
2755	,15510
2830	,16780
2903	,18030
2960	,19320
